ticker,company name,short name,industry,sector,name change effective date
APM,Aptorum Group Limited,Aptorum Limited,Biotechnology,Healthcare,
APO,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,Apollo Global Management LLC Representing Limitied Liability Company Interests,Asset Management,Financial Services,
APOG,Apogee Enterprises Inc.,Apogee Enterprises,Building Materials,Basic Materials,
APOP,Cellect Biotechnology Ltd.,Cellect Biotechnology,Biotechnology,Healthcare,
APPF,AppFolio Inc.,AppFolio,Application Software,Technology,
APPN,Appian Corporation,Appian,Application Software,Technology,
APPS,Digital Turbine Inc.,Digital Turbine,Application Software,Technology,
APRN,Blue Apron Holdings Inc. Class A,Blue Apron,Retail - Apparel & Specialty,Consumer Cyclical,
APT,Alpha Pro Tech Ltd.,Alpha Pro Tech,Building Materials,Basic Materials,
APTO,Aptose Biosciences Inc.,Aptose Biosciences,Biotechnology,Healthcare,
APTS,Preferred Apartment Communities Inc.,Preferred Apartment Communities,REITs,Real Estate,
APTV,Aptiv PLC,Aptiv PLC,Autos,Consumer Cyclical,
APTX,Aptinyx Inc.,Aptinyx,Biotechnology,Healthcare,
APU,AmeriGas Partners L.P.,AmeriGas Partners,Utilities - Regulated,Utilities,
APVO,Aptevo Therapeutics Inc.,Aptevo Therapeutics,Biotechnology,Healthcare,
APWC,Asia Pacific Wire & Cable Corporation Limited,Asia Pacific Wire & Cable Limited,Computer Hardware,Technology,
APY,Apergy Corporation,Apergy,Oil & Gas - Services,Energy,
APYX,Apyx Medical Corporation,Apyx Medical,Medical Instruments & Equipment,Healthcare,
AQ,Aquantia Corp.,Aquantia,Semiconductors,Technology,
AQB,AquaBounty Technologies Inc.,AquaBounty,Biotechnology,Healthcare,
AQMS,Aqua Metals Inc.,Aqua Metals,Waste Management,Industrials,
AQN,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities,Utilities - Independent Power Producers,Utilities,
AQST,Aquestive Therapeutics Inc.,Aquestive Therapeutics,Biotechnology,Healthcare,
AQUA,Evoqua Water Technologies Corp.,Evoqua Water,Industrial Products,Industrials,
AQXP,Aquinox Pharmaceuticals Inc.,Aquinox Pharmaceuticals,Drug Manufacturers,Healthcare,
AR,Antero Resources Corporation,Antero Resources,Oil & Gas - E&P,Energy,
ARA,American Renal Associates Holdings Inc,American Renal Associates,Medical Diagnostics & Research,Healthcare,
ARAV,Aravive Inc.,Aravive,Biotechnology,Healthcare,
ARAY,Accuray Incorporated,Accuray Incorporated,Medical Devices,Healthcare,
ARC,ARC Document Solutions Inc.,ARC Document Solutions,Business Services,Industrials,
ARCB,ArcBest Corporation,ArcBest,Transportation & Logistics,Industrials,
ARCC,Ares Capital Corporation,Ares Capital,Asset Management,Financial Services,
ARCE,Arco Platform Limited,Arco Platform Limited,Application Software,Technology,
ARCH,Arch Coal Inc. Class A,Arch Coal,Coal,Basic Materials,
ARCI,Appliance Recycling Centers of America Inc.,Appliance Recycling Centers of America,Retail - Apparel & Specialty,Consumer Cyclical,
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Arcos Dorados Shares,Restaurants,Consumer Cyclical,
ARCT,Arcturus Therapeutics Ltd.,Arcturus Therapeutics,Biotechnology,Healthcare,
ARCW,ARC Group Worldwide Inc.,ARC Worldwide,Industrial Products,Industrials,
ARD,Ardagh Group S.A.,Ardagh S.A.,Packaging & Containers,Consumer Cyclical,
ARDC,Ares Dynamic Credit Allocation Fund Inc.,Ares Dynamic Credit Allocation Fund,Asset Management,Financial Services,
ARDS,Aridis Pharmaceuticals Inc.,Aridis Pharmaceuticals,Biotechnology,Healthcare,
ARDX,Ardelyx Inc.,Ardelyx,Biotechnology,Healthcare,
ARE,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities,REITs,Real Estate,
ARES,Ares Management Corporation Class A,Ares Management,Asset Management,Financial Services,
AREX,Approach Resources Inc.,Approach Resources,Oil & Gas - E&P,Energy,
ARGO,Argo Group International Holdings Ltd.,Argo International,Insurance - Property & Casualty,Financial Services,
ARGX,argenx SE,argenx SE,Biotechnology,Healthcare,
ARI,Apollo Commercial Real Estate Finance Inc,Apollo Commercial Real Estate Finance,REITs,Real Estate,
ARKR,Ark Restaurants Corp.,Ark Restaurants,Restaurants,Consumer Cyclical,
ARL,American Realty Investors Inc.,American Realty Investors,Real Estate Services,Real Estate,
ARLO,Arlo Technologies Inc.,Arlo,Application Software,Technology,
ARLP,Alliance Resource Partners L.P.,Alliance Resource Partners,Coal,Basic Materials,
ARMK,Aramark,Aramark,Restaurants,Consumer Cyclical,
ARNA,Arena Pharmaceuticals Inc.,Arena Pharmaceuticals,Biotechnology,Healthcare,
ARNC,Arconic Inc.,Arconic,Industrial Products,Industrials,
AROC,Archrock Inc.,Archrock,Oil & Gas - Services,Energy,
AROW,Arrow Financial Corporation,Arrow Financial,Banks,Financial Services,
ARPO,Aerpio Pharmaceuticals Inc.,Aerpio Pharmaceuticals,Biotechnology,Healthcare,
ARQL,ArQule Inc.,ArQule,Biotechnology,Healthcare,
ARR,ARMOUR Residential REIT Inc.,ARMOUR Residential REIT,REITs,Real Estate,
ARRS,ARRIS International plc,ARRIS International plc,Communication Equipment,Technology,
ARRY,Array BioPharma Inc.,Array BioPharma,Biotechnology,Healthcare,
ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,Artesian Resources Non-Voting Common Stock,Utilities - Regulated,Utilities,
ARTW,Art's-Way Manufacturing Co. Inc.,Art's-Way Manufacturing Co.,Farm & Construction Machinery,Industrials,
ARTX,Arotech Corporation,Arotech,Industrial Products,Industrials,
ARVN,Arvinas Inc.,Arvinas,Biotechnology,Healthcare,
ARW,Arrow Electronics Inc.,Arrow Electronics,Computer Hardware,Technology,
ARWR,Arrowhead Pharmaceuticals Inc.,Arrowhead Pharmaceuticals,Biotechnology,Healthcare,
ARYA,ARYA Sciences Acquisition Corp.,ARYA Sciences Acquisition,Conglomerates,Industrials,
ASA,ASA Gold and Precious Metals Limited,ASA Gold and Precious Metals Limited,Asset Management,Financial Services,
ASB,Associated Banc-Corp,Associated Banc-Corp,Banks,Financial Services,
ASC,Ardmore Shipping Corporation,Ardmore Shipping,Transportation & Logistics,Industrials,
ASCMA,Ascent Capital Group Inc. Series A Common Stock,Ascent Capital Series Common Stock,Consulting & Outsourcing,Industrials,
ASEA,Global X FTSE Southeast Asia,Global X FTSE Southeast Asia,,,
ASFI,Asta Funding Inc.,Asta Funding,Credit Services,Financial Services,
ASG,Liberty All-Star Growth Fund Inc.,Liberty All-Star Growth Fund,Asset Management,Financial Services,
ASGN,ASGN Incorporated,ASGN Incorporated,Employment Services,Industrials,
ASH,Ashland Global Holdings Inc.,Ashland Global,Chemicals,Basic Materials,
ASIX,AdvanSix Inc.,AdvanSix,Chemicals,Basic Materials,
ASLN,ASLAN Pharmaceuticals Limited,ASLAN Pharmaceuticals Limited,Biotechnology,Healthcare,
ASM,Avino Silver & Gold Mines Ltd. (Canada),Avino Silver & Gold Mines (Canada),Metals & Mining,Basic Materials,
ASMB,Assembly Biosciences Inc.,Assembly Biosciences,Biotechnology,Healthcare,
ASML,ASML Holding N.V.,ASML Holding N.V.,Semiconductors,Technology,
ASNA,Ascena Retail Group Inc.,Ascena Retail,Retail - Apparel & Specialty,Consumer Cyclical,
ASND,Ascendis Pharma A/S,Ascendis Pharma A/S,Biotechnology,Healthcare,
ASNS,Arsanis Inc.,Arsanis,Biotechnology,Healthcare,
ASPN,Aspen Aerogels Inc.,Aspen Aerogels,Building Materials,Basic Materials,
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A.,Business Services,Industrials,
ASPU,Aspen Group Inc.,Aspen,Education,Consumer Defensive,
ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,Grupo Aeroportuario del Sureste S.A. de C.V.,Transportation & Logistics,Industrials,
ASRT,Assertio Therapeutics Inc.,Assertio Therapeutics,Drug Manufacturers,Healthcare,
ASRV,AmeriServ Financial Inc.,AmeriServ Financial,Banks,Financial Services,
AST,Asterias Biotherapeutics Inc. Common Series A,Asterias Biotherapeutics Common Series,Biotechnology,Healthcare,
ASTC,Astrotech Corporation,Astrotech,Aerospace & Defense,Industrials,
ASTE,Astec Industries Inc.,Astec Industries,Farm & Construction Machinery,Industrials,
ASUR,Asure Software Inc,Asure Software,Application Software,Technology,
ASV,ASV Holdings Inc.,ASV,Farm & Construction Machinery,Industrials,
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),ASE Technology Holding Co. American Depositary Shares (each representing Two),Semiconductors,Technology,
ASYS,Amtech Systems Inc.,Amtech Systems,Semiconductors,Technology,
AT,Atlantic Power Corporation (Canada),Atlantic Power (Canada),Utilities - Independent Power Producers,Utilities,
ATAI,ATA Inc.,ATA,Education,Consumer Defensive,
ATAX,America First Multifamily Investors L.P.,America First Multifamily Investors,Banks,Financial Services,
ATEC,Alphatec Holdings Inc.,Alphatec,Medical Instruments & Equipment,Healthcare,
ATEN,A10 Networks Inc.,A10 Networks,Application Software,Technology,
ATGE,Adtalem Global Education Inc.,Adtalem Global Education,Education,Consumer Defensive,
ATH,Athene Holding Ltd. Class A,Athene Holding,Insurance,Financial Services,
ATHM,Autohome Inc. American Depositary Shares each representing one class A.,Autohome American Depositary Shares each representing one A.,Online Media,Technology,
ATHN,athenahealth Inc.,athenahealth,Application Software,Technology,
ATHX,Athersys Inc.,Athersys,Biotechnology,Healthcare,
ATI,Allegheny Technologies Incorporated,Allegheny Incorporated,Industrial Products,Industrials,
ATIS,Attis Industries Inc.,Attis Industries,Waste Management,Industrials,
ATKR,Atkore International Group Inc.,Atkore International,Industrial Products,Industrials,
ATLC,Atlanticus Holdings Corporation,Atlanticus,Credit Services,Financial Services,
ATLO,Ames National Corporation,Ames National,Banks,Financial Services,
ATNI,ATN International Inc.,ATN International,Communication Services,Communication Services,
ATNM,Actinium Pharmaceuticals Inc. (Delaware),Actinium Pharmaceuticals (Delaware),Biotechnology,Healthcare,
ATNX,Athenex Inc.,Athenex,Biotechnology,Healthcare,
ATO,Atmos Energy Corporation,Atmos Energy,Utilities - Regulated,Utilities,
ATOM,Atomera Incorporated,Atomera Incorporated,Semiconductors,Technology,
ATOS,Atossa Genetics Inc.,Atossa Genetics,Medical Diagnostics & Research,Healthcare,
ATR,AptarGroup Inc.,AptarGroup,Packaging & Containers,Consumer Cyclical,
ATRA,Atara Biotherapeutics Inc.,Atara Biotherapeutics,Biotechnology,Healthcare,
ATRC,AtriCure Inc.,AtriCure,Medical Instruments & Equipment,Healthcare,
ATRI,Atrion Corporation,Atrion,Medical Instruments & Equipment,Healthcare,
ATRO,Astronics Corporation,Astronics,Aerospace & Defense,Industrials,
ATRS,Antares Pharma Inc.,Antares Pharma,Medical Instruments & Equipment,Healthcare,
ATSG,Air Transport Services Group Inc,Air Transport Services,Transportation & Logistics,Industrials,
ATTO,Atento S.A.,Atento S.A.,Business Services,Industrials,
ATTU,Attunity Ltd.,Attunity,Application Software,Technology,
ATU,Actuant Corporation,Actuant,Industrial Products,Industrials,
ATUS,Altice USA Inc. Class A,Altice USA,Communication Services,Communication Services,
ATV,Acorn International Inc. ADS,Acorn International ADS,Retail - Apparel & Specialty,Consumer Cyclical,
ATVI,Activision Blizzard Inc,Activision Blizzard,Application Software,Technology,
ATXI,Avenue Therapeutics Inc.,Avenue Therapeutics,Drug Manufacturers,Healthcare,
AU,AngloGold Ashanti Limited,AngloGold Ashanti Limited,Metals & Mining,Basic Materials,
AUBN,Auburn National Bancorporation Inc.,Auburn National Bancorporation,Banks,Financial Services,
AUDC,AudioCodes Ltd.,AudioCodes,Communication Equipment,Technology,
AUG,Auryn Resources Inc.,Auryn Resources,Metals & Mining,Basic Materials,
AUMN,Golden Minerals Company,Golden Minerals Company,Metals & Mining,Basic Materials,
AUO,AU Optronics Corp American Depositary Shares,AU Optronics American Depositary Shares,Computer Hardware,Technology,
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals,Biotechnology,Healthcare,
AUSE,WisdomTree Australia Dividend Index,WisdomTree Australia Dividend Index,,,
AUTL,Autolus Therapeutics plc,Autolus Therapeutics plc,Biotechnology,Healthcare,
AUTO,AutoWeb Inc.,AutoWeb,Online Media,Technology,
AUY,Yamana Gold Inc. (Canada),Yamana Gold (Canada),Metals & Mining,Basic Materials,
AVA,Avista Corporation,Avista,Utilities - Regulated,Utilities,
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Grupo Aval Acciones y Valores S.A. (Each representing 20 preferred shares),Banks,Financial Services,
AVAV,AeroVironment Inc.,AeroVironment,Aerospace & Defense,Industrials,
AVB,AvalonBay Communities Inc.,AvalonBay Communities,REITs,Real Estate,
AVCO,Avalon GloboCare Corp.,Avalon GloboCare,Health Care Providers,Healthcare,
AVD,American Vanguard Corporation ($0.10 Par Value),American Vanguard ($0.10 Par Value),Agriculture,Basic Materials,
AVDL,Avadel Pharmaceuticals plc,Avadel Pharmaceuticals plc,Biotechnology,Healthcare,
AVEO,AVEO Pharmaceuticals Inc.,AVEO Pharmaceuticals,Biotechnology,Healthcare,
AVGO,Broadcom Inc.,Broadcom,Semiconductors,Technology,
AVGR,Avinger Inc.,Avinger,Medical Devices,Healthcare,
AVH,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),Avianca S.A. American Depositary Shares (Each representing 8 preferred Shares),Airlines,Industrials,
AVID,Avid Technology Inc.,Avid Technology,Application Software,Technology,
AVK,Advent Claymore Convertible Securities and Income Fund,Advent Claymore Convertible Securities and Income Fund,Asset Management,Financial Services,
AVLR,Avalara Inc.,Avalara,Application Software,Technology,
AVNS,Avanos Medical Inc.,Avanos Medical,Medical Instruments & Equipment,Healthcare,
AVNW,Aviat Networks Inc.,Aviat Networks,Communication Equipment,Technology,
AVP,Avon Products Inc.,Avon Products,Consumer Packaged Goods,Consumer Defensive,
AVRO,AVROBIO Inc.,AVROBIO,Biotechnology,Healthcare,
AVT,Avnet Inc.,Avnet,Computer Hardware,Technology,
AVX,AVX Corporation,AVX,Computer Hardware,Technology,
AVXL,Anavex Life Sciences Corp.,Anavex Life Sciences,Biotechnology,Healthcare,
AVY,Avery Dennison Corporation,Avery Dennison,Industrial Products,Industrials,
AVYA,Avaya Holdings Corp.,Avaya,Business Services,Industrials,
AWF,Alliancebernstein Global High Income Fund,Alliancebernstein Global High Income Fund,Asset Management,Financial Services,
AWI,Armstrong World Industries Inc,Armstrong World Industries,Building Materials,Basic Materials,
AWK,American Water Works Company Inc.,American Water Works Company,Utilities - Regulated,Utilities,
AWP,Aberdeen Global Premier Properties Fund of Beneficial Interest,Aberdeen Global Premier Properties Fund of Beneficial Interest,Asset Management,Financial Services,
AWR,American States Water Company,American States Water Company,Utilities - Regulated,Utilities,
AWRE,Aware Inc.,Aware,Application Software,Technology,
AWSM,Cool Holdings Inc.,Cool,Communication Equipment,Technology,
AWX,Avalon Holdings Corporation,Avalon,Waste Management,Industrials,
AX,Axos Financial Inc.,Axos Financial,Banks,Financial Services,
AXAS,Abraxas Petroleum Corporation,Abraxas Petroleum,Oil & Gas - E&P,Energy,
AXDX,Accelerate Diagnostics Inc.,Accelerate Diagnostics,Medical Diagnostics & Research,Healthcare,
AXE,Anixter International Inc.,Anixter International,Industrial Distribution,Industrials,
AXGN,AxoGen Inc.,AxoGen,Medical Devices,Healthcare,
AXJL,WisdomTree Asia Pacific ex-Japan Total Dividend Fund,WisdomTree Asia Pacific ex-Japan Total Dividend Fund,,,
AXL,American Axle & Manufacturing Holdings Inc.,American Axle & Manufacturing,Autos,Consumer Cyclical,
AXNX,Axonics Modulation Technologies Inc.,Axonics Modulation,,,
AXON,Axovant Sciences Ltd.,Axovant Sciences,Biotechnology,Healthcare,
AXP,American Express Company,American Express Company,Credit Services,Financial Services,
AXR,AMREP Corporation,AMREP,Business Services,Industrials,
AXS,Axis Capital Holdings Limited,Axis Capital Limited,Insurance - Property & Casualty,Financial Services,
AXSM,Axsome Therapeutics Inc.,Axsome Therapeutics,Biotechnology,Healthcare,
AXTA,Axalta Coating Systems Ltd.,Axalta Coating Systems,Chemicals,Basic Materials,
AXTI,AXT Inc,AXT,Semiconductors,Technology,
AXU,Alexco Resource Corp (Canada),Alexco Resource (Canada),Waste Management,Industrials,
AY,Atlantica Yield plc,Atlantica Yield plc,Utilities - Regulated,Utilities,
AYI,Acuity Brands Inc.,Acuity Brands,Computer Hardware,Technology,
AYR,Aircastle Limited,Aircastle Limited,Consulting & Outsourcing,Industrials,
AYTU,Aytu BioScience Inc.,Aytu BioScience,Biotechnology,Healthcare,
AYX,Alteryx Inc. Class A,Alteryx,Application Software,Technology,
AZN,Astrazeneca PLC,Astrazeneca PLC,Drug Manufacturers,Healthcare,
AZO,AutoZone Inc.,AutoZone,Retail - Apparel & Specialty,Consumer Cyclical,
AZPN,Aspen Technology Inc.,Aspen Technology,Application Software,Technology,
AZRE,Azure Power Global Limited Equity Shares,Azure Power Global Limited Equity Shares,Utilities - Regulated,Utilities,
AZRX,AzurRx BioPharma Inc.,AzurRx BioPharma,Biotechnology,Healthcare,
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),Azul S.A. American Depositary Shares (each representing three preferred shares),Airlines,Industrials,
AZZ,AZZ Inc.,AZZ,Industrial Products,Industrials,
B,Barnes Group Inc.,Barnes,Industrial Products,Industrials,
BA,The Boeing Company,The Boeing Company,Aerospace & Defense,Industrials,
BAB,Invesco Taxable Municipal Bond,Invesco Taxable Municipal Bond,,,
BABA,Alibaba Group Holding Limited,Alibaba Holding Limited,Retail - Apparel & Specialty,Consumer Cyclical,
BABY,Natus Medical Incorporated,Natus Medical Incorporated,Medical Devices,Healthcare,
BAC,Bank of America Corporation,Bank of America,Banks,Financial Services,
BAF,BlackRock Municipal Income Investment Quality Trust,BlackRock Municipal Income Investment Quality Trust,Asset Management,Financial Services,
